"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"220","Anze Kopitar","L.A","C","239","5079.4","72","146","77","69","218","74.15","527","13.66","54.91","951","730","585","255","36","64","64","31","31","0","0","70","152","126","206","302","188","2825","2460","53.45"
"390","Erik Karlsson","OTT","D","230","6340.9666666667","42","173","88","85","215","62.68","662","6.34","35.45","1570","1013","391","68","29","102","114","56","56","0","0","57","288","175","209","338","496","0","1","0.00"
"575","Vladimir Tarasenko","STL","R","242","4530.1166666667","112","103","50","53","215","73.38","884","12.67","81.06","1686","1228","910","247","47","85","66","29","27","2","0","64","97","99","171","236","96","6","9","40.00"
"156","Joe Pavelski","S.J","C","245","4752.35","89","123","73","50","212","65.63","681","13.07","85.81","1195","969","828","414","26","67","105","48","47","1","0","66","221","123","370","241","210","1465","1240","54.16"
"589","Taylor Hall","EDM, N.J","L","230","4421.35","85","126","81","45","211","75.90","802","10.60","79.42","1326","1036","787","348","54","61","120","59","59","0","0","72","186","188","213","483","125","94","111","45.85"
"726","Mark Scheifele","WPG","C","210","4181.7833333333","84","119","70","49","203","68.58","479","17.54","59.56","814","656","589","267","18","46","102","47","46","0","1","71","110","175","159","369","101","1744","2042","46.06"
"930","Nathan MacKinnon","COL","C","228","4466.7333333333","76","126","78","48","202","69.90","780","9.74","68.4","1348","1062","756","249","58","97","91","36","32","3","1","72","125","111","140","203","105","1761","1964","47.28"
"363","Jakub Voracek","PHI","R","237","4516.4","51","150","94","56","201","68.14","694","7.35","58.62","1279","934","564","203","22","99","144","60","56","2","2","81","171","83","104","316","88","21","33","38.89"
"984","Leon Draisaitl","EDM","C","232","4355.3666666667","73","125","81","44","198","72.79","500","14.60","61.15","836","687","561","267","22","65","70","35","35","0","0","60","220","193","119","282","78","1650","1558","51.43"
"131","Ryan Getzlaf","ANA","C","207","4261","39","158","102","56","197","73.51","433","9.01","43.02","881","669","432","152","23","49","146","63","58","4","1","38","207","154","303","221","206","1517","1563","49.25"
"931","Aleksander Barkov","FLA","C","206","4210.0166666667","76","113","67","46","189","70.26","569","13.36","60.35","857","726","569","269","26","55","32","16","16","0","0","57","122","176","112","289","136","1953","1923","50.39"
"798","Filip Forsberg","NSH","L","231","4251.5666666667","90","96","61","35","186","68.63","660","13.64","66.47","1305","1002","665","232","42","71","115","51","49","1","1","72","179","197","297","266","104","11","25","30.56"
"935","Sean Monahan","CGY","C","237","4376.5333333333","85","100","62","38","185","65.84","598","14.21","78.7","1036","821","753","366","19","69","62","30","30","0","0","31","124","156","107","93","79","2339","2251","50.96"
"141","Patrice Bergeron","BOS","C","223","4365.2833333333","83","101","58","43","184","63.89","808","10.27","77.08","1333","1089","822","307","38","68","99","48","47","1","0","23","99","187","179","243","145","3003","2155","58.22"
"464","Brayden Schenn","PHI, STL","C","241","4374.6833333333","79","105","59","46","184","65.48","566","13.96","73.18","995","802","687","314","16","68","127","49","41","7","1","62","113","104","530","317","109","944","1040","47.58"
"461","Victor Hedman","T.B","D","234","5725.9166666667","43","139","79","60","182","52.75","563","7.64","35.39","1285","851","307","53","15","68","147","68","66","1","1","48","202","133","294","343","374","1","1","50.00"
"673","Vincent Trocheck","FLA","C","240","4810.8833333333","79","103","55","48","182","70.82","692","11.42","73.54","1218","987","655","240","45","69","141","69","68","1","0","97","186","171","434","395","147","2235","2112","51.41"
"119","Eric Staal","CAR, MIN, NYR","C","247","4526.4833333333","83","97","60","37","180","68.18","652","12.73","73.01","1136","870","666","320","50","70","110","55","55","0","0","52","89","161","158","243","121","1594","1537","50.91"
"596","Mikael Granlund","MIN","C, R","240","4456.7666666667","60","120","82","38","180","71.43","530","11.32","60.62","924","724","524","231","31","61","50","25","25","0","0","55","108","127","183","413","152","613","630","49.32"
"621","Mark Stone","OTT","R","204","4025.4166666667","65","112","64","48","177","68.60","417","15.59","53.45","740","590","460","220","23","49","73","35","34","1","0","47","158","283","151","219","146","51","54","48.57"
"1059","Jack Eichel","BUF","C","209","4113.5833333333","73","104","64","40","177","73.14","733","9.96","58.95","1296","999","562","194","31","54","76","34","33","0","1","77","156","119","121","203","95","1059","1553","40.54"
"443","Mike Hoffman","OTT","C, L","234","4179.6166666667","77","99","61","38","176","68.48","723","10.65","54.74","1329","982","527","167","28","75","101","45","43","1","1","41","168","140","94","164","84","42","37","53.16"
"454","Ryan O'Reilly","BUF","C","224","4774.35","65","111","73","38","176","66.42","576","11.28","54.35","898","758","469","221","29","49","20","9","9","0","0","58","94","170","80","137","136","3337","2390","58.27"
"1005","David Pastrnak","BOS","R","208","3533.0833333333","84","92","55","37","176","70.97","616","13.64","58.6","1089","834","543","210","31","56","91","42","41","1","0","85","192","135","179","316","78","7","24","22.58"
"591","Ryan Johansen","CBJ, NSH","C","241","4414.8833333333","43","132","70","62","175","64.10","468","9.19","47.88","787","627","435","188","18","46","199","85","77","7","1","51","134","122","279","199","93","2265","1914","54.20"
"41","Henrik Zetterberg","DET","C, L","246","4807.7833333333","41","133","88","45","174","68.24","589","6.96","51.57","1061","806","550","189","9","47","60","30","30","0","0","45","140","118","161","254","90","1910","1902","50.10"
"619","John Klingberg","DAL","D","238","5566.4333333333","31","143","74","69","174","46.40","499","6.21","32.18","1133","714","345","62","16","77","90","44","44","0","0","33","270","107","130","506","294","1","0","100.00"
"542","Mats Zuccarello","NYR","C, R","241","4516.8","57","116","73","43","173","64.31","533","10.69","49.95","939","727","516","194","32","47","96","47","47","0","0","64","155","198","235","260","188","32","72","30.77"
"380","Steven Stamkos","T.B","C","172","3289.4","72","98","62","36","170","72.34","486","14.81","50.78","916","687","458","174","16","44","124","51","47","2","2","38","101","87","191","176","73","1035","982","51.31"
"12","Joe Thornton","S.J","C","208","3794.7166666667","39","129","63","66","168","62.45","278","14.03","31.62","490","393","255","99","12","24","133","50","44","3","3","49","227","166","132","144","79","1003","927","51.97"
"304","Jonathan Toews","CHI","C","226","4446.9166666667","69","99","59","40","168","66.40","589","11.71","65.9","930","742","592","280","31","63","144","65","61","4","0","64","107","147","156","369","94","2673","2005","57.14"
"362","Max Pacioretty","MTL","L","227","4289.3166666667","82","86","52","34","168","66.40","783","10.47","78.05","1431","1103","701","284","54","112","102","51","51","0","0","40","120","103","283","396","99","40","43","48.19"
"137","Corey Perry","ANA","R","235","4166.9","70","94","65","29","164","66.13","599","11.69","74.42","1056","846","668","356","31","72","210","89","80","8","1","77","133","75","244","312","107","11","35","23.91"
"406","Derek Stepan","ARI, NYR","C","235","4365.5833333333","53","111","61","50","164","66.94","610","8.69","52.22","985","796","509","235","42","59","62","30","30","0","0","28","114","155","116","272","138","1971","2204","47.21"
"399","Roman Josi","NSH","D","228","5704.8833333333","40","123","76","47","163","49.85","669","5.98","38.14","1295","883","391","67","17","73","85","41","40","1","0","40","143","67","193","296","424","0","0","-"
"585","Jeff Skinner","CAR","C, L","243","4106.8833333333","89","74","52","22","163","75.12","816","10.91","87.57","1415","1100","846","371","38","104","100","45","44","0","1","92","170","235","89","265","69","56","78","41.79"
"747","Rickard Rakell","ANA","C, R","220","3886.6833333333","87","76","44","32","163","69.07","577","15.08","62.48","1043","832","660","296","25","64","45","21","20","1","0","42","126","84","317","367","92","364","460","44.17"
"990","Nikolaj Ehlers","WPG","L","236","3911.7333333333","69","93","57","36","162","68.94","602","11.46","52.52","1104","850","537","186","40","41","85","41","40","1","0","96","146","94","111","258","80","5","10","33.33"
"187","David Krejci","BOS","C","218","4039.3833333333","57","104","68","36","161","67.93","420","13.57","45.56","803","594","416","159","28","47","76","36","36","0","0","46","130","121","114","276","143","1721","1642","51.17"
"427","Cam Atkinson","CBJ","R","228","4153.1166666667","86","75","53","22","161","64.40","697","12.34","81.36","1151","911","702","315","34","95","58","28","28","0","0","35","58","110","112","103","103","25","47","34.72"
"466","Nazem Kadri","TOR","C","238","4089.0333333333","81","80","47","33","161","65.45","707","11.46","73.93","1282","978","750","305","36","56","210","92","85","6","1","127","148","147","366","511","100","1731","1800","49.02"
"35","Daniel Sedin","VAN","L","245","4247.8666666667","66","94","62","32","160","73.39","663","9.95","60.61","1051","883","624","295","28","52","108","50","49","0","1","35","98","67","78","176","39","26","39","40.00"
"369","Wayne Simmonds","PHI","R","238","4306.3833333333","87","73","43","30","160","58.82","629","13.83","91.32","1082","878","697","442","25","89","324","101","77","14","10","82","97","101","483","273","158","25","20","55.56"
"64","Mikko Koivu","MIN","C","244","4679.35","49","110","48","62","159","58.24","451","10.86","47.42","821","631","472","206","15","68","120","60","60","0","0","25","96","120","121","126","175","2734","2298","54.33"
"387","Josh Bailey","NYI","C, R","239","4149.45","43","116","71","45","159","65.98","429","10.02","43.22","760","570","468","192","18","43","51","23","22","1","0","25","172","140","94","180","111","33","66","33.33"
